Any,Regió Sanitària,Àrea Bàsica de Salut,Població assegurada oficial CatSalut
2012,BARCELONA,SANT VICENÇ DELS HORTS 2,12542
2012,BARCELONA,ALT MOGENT,19523
2012,BARCELONA,RUBÍ 3,15213
2012,BARCELONA,VILANOVA I LA GELTRU 3,18167
2012,BARCELONA,BARCELONA 3-H,18541
2012,BARCELONA,CERDANYOLA-RIPOLLET,13370
2012,BARCELONA,BARCELONA 8-J,24004
2012,BARCELONA,RIPOLLET-1,18453
2012,BARCELONA,RIPOLLET-2,13864
2012,BARCELONA,SANT CUGAT DEL VALLÈS-1,30934
2012,BARCELONA,SANT CUGAT DEL VALLÈS-2,30971
2012,BARCELONA,SANT CUGAT DEL VALLÈS-3,19670
2012,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,14534
2012,BARCELONA,POLINYÀ-SENTMENAT,15686
2012,Sense especificar,Sense especificar,11
2011,LLEIDA,AGRAMUNT,6920
2011,LLEIDA,ALCARRÀS,11932
2011,LLEIDA,ALFARRÀS/ALMENAR,10593
2011,LLEIDA,ARTESA DE SEGRE,4444
2011,LLEIDA,BALAGUER,28866
2011,LLEIDA,BELLPUIG,7264
2011,LLEIDA,LES BORGES BLANQUES,16552
2011,LLEIDA,CERVERA,20746
2011,LLEIDA,LA GRANADELLA,2817
2011,LLEIDA,LLEIDA 1,21648
2011,LLEIDA,LLEIDA 2,27930
2011,LLEIDA,LLEIDA 3,29562
2011,LLEIDA,LLEIDA 4,37842
2011,LLEIDA,LLEIDA 5,14948
2011,LLEIDA,LLEIDA 6,16423
2011,LLEIDA,LLEIDA RURAL 1-NORD,21289
2011,LLEIDA,PLA D'URGELL,37340
2011,LLEIDA,PONTS,3954
2011,LLEIDA,SERÒS,6938
2011,LLEIDA,TÀRREGA,23596
2011,LLEIDA,LLEIDA RURAL 2-SUD,7433
2011,LLEIDA,ALMACELLES,8711
2011,CAMP DE TARRAGONA,EL VENDRELL,44977
2011,CAMP DE TARRAGONA,LES BORGES DEL CAMP,6633
2011,CAMP DE TARRAGONA,CAMBRILS,31594
2011,CAMP DE TARRAGONA,CONSTANTÍ,6841
2011,CAMP DE TARRAGONA,CORNUDELLA DE MONTSANT,2292
2011,CAMP DE TARRAGONA,FALSET,7074
2011,CAMP DE TARRAGONA,MONTBLANC,16314
2011,CAMP DE TARRAGONA,MONT-ROIG DEL CAMP,12379
2011,CAMP DE TARRAGONA,EL MORELL,10275
2011,CAMP DE TARRAGONA,RIUDOMS,12179
2011,CAMP DE TARRAGONA,TARRAGONA 1,14692
2011,CAMP DE TARRAGONA,TARRAGONA 2,29207
2011,CAMP DE TARRAGONA,TARRAGONA 3,30596
2011,CAMP DE TARRAGONA,TARRAGONA 4,14282
2011,CAMP DE TARRAGONA,TARRAGONA 5,16414
2011,CAMP DE TARRAGONA,TARRAGONA 6,19198
2011,CAMP DE TARRAGONA,TORREDEMBARRA,33312
2011,CAMP DE TARRAGONA,ALT CAMP EST,11739
2011,CAMP DE TARRAGONA,VALLS URBÀ,27574
2011,CAMP DE TARRAGONA,REUS 1,15180
2011,CAMP DE TARRAGONA,REUS 2,28814
2011,CAMP DE TARRAGONA,REUS 3,23208
2011,CAMP DE TARRAGONA,REUS 4,22333
2011,CAMP DE TARRAGONA,REUS 5,28214
2011,CAMP DE TARRAGONA,BAIX PENEDÈS - INTERIOR,14519
2011,CAMP DE TARRAGONA,VANDELLÒS I L'HOSPITALET DE L'INFANT,5481
2011,CAMP DE TARRAGONA,ALT CAMP OEST,6328
2011,CAMP DE TARRAGONA,SALOU,25702
2011,CAMP DE TARRAGONA,VILA-SECA,20134
2011,CAMP DE TARRAGONA,TARRAGONA-7 (SANT SALVADOR),11187
2011,CAMP DE TARRAGONA,LA SELVA DEL CAMP,6862
2011,CAMP DE TARRAGONA,CALAFELL,21800
2011,CAMP DE TARRAGONA,TARRAGONA-8,16663
2011,TERRES DE L'EBRE,AMPOSTA,31659
2011,TERRES DE L'EBRE,DELTEBRE,12313
2011,TERRES DE L'EBRE,FLIX,8165
2011,TERRES DE L'EBRE,MÓRA LA NOVA - MÓRA D'EBRE,14793
2011,TERRES DE L'EBRE,L'AMETLLA DE MAR - EL PERELLÓ,9646
2011,TERRES DE L'EBRE,SANT CARLES DE LA RÀPITA,25267
2011,TERRES DE L'EBRE,TERRA ALTA,12180
2011,TERRES DE L'EBRE,TORTOSA 1 - EST,25241
2011,TERRES DE L'EBRE,TORTOSA 2 - OEST,24988
2011,TERRES DE L'EBRE,ULLDECONA,13543
2011,TERRES DE L'EBRE,L'ALDEA - CAMARLES - L'AMPOLLA,10778
2011,GIRONA,ANGLÈS,12422
2011,GIRONA,ARBÚCIES/SANT HILARI,12654
2011,GIRONA,BANYOLES,31369
2011,GIRONA,BÀSCARA,4360
2011,GIRONA,BESALÚ,5906
2011,GIRONA,LA BISBAL D'EMPORDÀ,16750
2011,GIRONA,BLANES,40888
2011,GIRONA,CALELLA,19383
2011,GIRONA,CAMPRODON,4132
2011,GIRONA,CANET DE MAR,22103
2011,GIRONA,CASSÀ DE LA SELVA,30091
2011,GIRONA,CELRÀ,9103
2011,GIRONA,L'ESCALA,15437
2011,GIRONA,FIGUERES,48493
2011,GIRONA,GIRONA 1,22871
2011,GIRONA,GIRONA 2,32156
2011,GIRONA,GIRONA 3,34820
2011,GIRONA,GIRONA 4,13806
2011,GIRONA,LA JONQUERA,6984
2011,GIRONA,LLANÇÀ,7083
2011,GIRONA,LLORET DE MAR,41489
2011,GIRONA,MALGRAT DE MAR,26564
2011,GIRONA,OLOT,38515
2011,GIRONA,PALAFRUGEL,30934
2011,GIRONA,PALAMÓS,28559
2011,GIRONA,PERALADA,7079
2011,GIRONA,RIPOLL-SANT JOAN DE LES ABADESSES,15123
2011,GIRONA,ROSES,34185
2011,GIRONA,SALT,42428
2011,GIRONA,SANT FELIU DE GUÍXOLS,35765
2011,GIRONA,SANTA COLOMA DE FARNERS,15612
2011,GIRONA,SARRIÀ DE TER,13304
2011,GIRONA,SILS/VIDRERES/MAÇANET DE LA SELVA,21457
2011,GIRONA,TORROELLA DE MONTGRÍ,15143
2011,GIRONA,VILAFANT,13546
2011,GIRONA,PINEDA,29468
2011,GIRONA,BREDA - HOSTALRIC,12576
2011,GIRONA,TORDERA,16030
2011,GIRONA,RIBES DE FRESER-CAMPDEVÀNOL,6227
2011,GIRONA,SANT JOAN LES FONTS,5210
2011,GIRONA,VALL D'EN BAS,5917
2011,CATALUNYA CENTRAL,ARTÉS,11035
2011,CATALUNYA CENTRAL,BERGA,22263
2011,CATALUNYA CENTRAL,CALAF,6992
2011,CATALUNYA CENTRAL,CARDONA,5600
2011,CATALUNYA CENTRAL,MONTSERRAT,12874
2011,CATALUNYA CENTRAL,CENTELLES,12101
2011,CATALUNYA CENTRAL,BAIX BERGUEDÀ,11925
2011,CATALUNYA CENTRAL,ALT BERGUEDÀ,4989
2011,CATALUNYA CENTRAL,ANOIA RURAL,10661
2011,CATALUNYA CENTRAL,MANLLEU,21063
2011,CATALUNYA CENTRAL,MANRESA 1,22562
2011,CATALUNYA CENTRAL,MANRESA 2,22625
2011,CATALUNYA CENTRAL,MANRESA 3,13601
2011,CATALUNYA CENTRAL,MANRESA 4,22846
2011,CATALUNYA CENTRAL,MOIÀ,9358
2011,CATALUNYA CENTRAL,NAVÀS/BALSARENY,9930
2011,CATALUNYA CENTRAL,LLUÇANÈS,6193
2011,CATALUNYA CENTRAL,SALLENT,6868
2011,CATALUNYA CENTRAL,NAVARCLES - SANT FRUITÓS DE BAGES,21944
2011,CATALUNYA CENTRAL,SANT HIPÒLIT DE VOLTREGÀ,7082
2011,CATALUNYA CENTRAL,SANT JOAN DE VILATORRADA,12896
2011,CATALUNYA CENTRAL,SANT QUIRZE DE BESORA,4673
2011,CATALUNYA CENTRAL,SANT VICENÇ DE CASTELLET,14484
2011,CATALUNYA CENTRAL,SANTA COLOMA DE QUERALT,3763
2011,CATALUNYA CENTRAL,SANTA MARGARIDA DE MONTBUI,10181
2011,CATALUNYA CENTRAL,EL SOLSONÈS,13270
2011,CATALUNYA CENTRAL,SÚRIA,8961
2011,CATALUNYA CENTRAL,SANTA EUGÈNIA DE BERGA,17266
2011,CATALUNYA CENTRAL,TONA,12083
2011,CATALUNYA CENTRAL,VALL DEL GES,18470
2011,CATALUNYA CENTRAL,VILANOVA DEL CAMÍ,12841
2011,CATALUNYA CENTRAL,CAPELLADES,10757
2011,CATALUNYA CENTRAL,PIERA,16667
2011,CATALUNYA CENTRAL,VIC-1 NORD,24197
2011,CATALUNYA CENTRAL,VIC-2 SUD,23949
2011,CATALUNYA CENTRAL,IGUALADA-1,20884
2011,CATALUNYA CENTRAL,IGUALADA-2,20247
2011,CATALUNYA CENTRAL,RODA DE TER,9730
2011,ALT PIRINEU I ARAN,ARAN,9414
2011,ALT PIRINEU I ARAN,LA CERDANYA,15473
2011,ALT PIRINEU I ARAN,ALT URGELL-SUD,4317
2011,ALT PIRINEU I ARAN,PALLARS SOBIRÀ,6323
2011,ALT PIRINEU I ARAN,LA POBLA DE SEGUR,4475
2011,ALT PIRINEU I ARAN,ALTA RIBAGORÇA,3763
2011,ALT PIRINEU I ARAN,LA SEU D'URGELL,17032
2011,ALT PIRINEU I ARAN,TREMP,8660
2011,BARCELONA,ARENYS DE MAR,22607
2011,BARCELONA,ARGENTONA,16861
2011,BARCELONA,BARCELONA 1-A,16295
2011,BARCELONA,BARCELONA 1-B,23183
2011,BARCELONA,BARCELONA 1-C,16682
2011,BARCELONA,BARCELONA 1-D,35402
2011,BARCELONA,BARCELONA 1-E,23200
2011,BARCELONA,BARCELONA 2-A,34910
2011,BARCELONA,BARCELONA 2-B,31606
2011,BARCELONA,BARCELONA 2-C,31959
2011,BARCELONA,BARCELONA 2-D,19461
2011,BARCELONA,BARCELONA 2-E,34446
2011,BARCELONA,BARCELONA 2-G,22897
2011,BARCELONA,BARCELONA 2-H,26854
2011,BARCELONA,BARCELONA 2-I,22406
2011,BARCELONA,BARCELONA 2-J,28819
2011,BARCELONA,BARCELONA 2-K,27390
2011,BARCELONA,BARCELONA 3-A,27488
2011,BARCELONA,BARCELONA 3-B,26082
2011,BARCELONA,BARCELONA 3-C,16046
2011,BARCELONA,BARCELONA 3-D,32217
2011,BARCELONA,BARCELONA 3-E,44226
2011,BARCELONA,BARCELONA 3-G,28037
2011,BARCELONA,BARCELONA 4-A,29111
2011,BARCELONA,BARCELONA 4-B,22795
2011,BARCELONA,BARCELONA 4-C,32416
2011,BARCELONA,BARCELONA 5-A,29552
2011,BARCELONA,BARCELONA 5-B,34728
2011,BARCELONA,BARCELONA 5-C,28148
2011,BARCELONA,BARCELONA 5-D,18735
2011,BARCELONA,BARCELONA 5-E,35073
2011,BARCELONA,BARCELONA 6-A,30995
2011,BARCELONA,BARCELONA 6-B,27142
2011,BARCELONA,BARCELONA 6-C,21462
2011,BARCELONA,BARCELONA 6-D,22014
2011,BARCELONA,BARCELONA 7-A,22598
2011,BARCELONA,BARCELONA 7-B,20519
2011,BARCELONA,BARCELONA 7-C,20509
2011,BARCELONA,BARCELONA 7-D,28981
2011,BARCELONA,BARCELONA 7-E,30982
2011,BARCELONA,BARCELONA 7-F,20651
2011,BARCELONA,BARCELONA 8-A,10956
2011,BARCELONA,BARCELONA 8-B,11912
2011,BARCELONA,BARCELONA 8-C,14615
2011,BARCELONA,BARCELONA 8-D,16289
2011,BARCELONA,BARCELONA 8-E,19240
2011,BARCELONA,BARCELONA 8-F,26881
2011,BARCELONA,BARCELONA 8-G,17522
2011,BARCELONA,BARCELONA 8-H,15700
2011,BARCELONA,BARCELONA 9-A,34892
2011,BARCELONA,BARCELONA 9-C,35265
2011,BARCELONA,BARCELONA 9-D,29272
2011,BARCELONA,BARCELONA 9-E,14693
2011,BARCELONA,BARCELONA 9-F,11848
2011,BARCELONA,BARCELONA 10-A,33737
2011,BARCELONA,BARCELONA 10-B,26981
2011,BARCELONA,BARCELONA 10-C,21363
2011,BARCELONA,BARCELONA 10-D,28789
2011,BARCELONA,BARCELONA 10-E,18220
2011,BARCELONA,BARCELONA 10-F,25241
2011,BARCELONA,BARCELONA 10-G,25345
2011,BARCELONA,BARCELONA 10-H,21445
2011,BARCELONA,BARCELONA 10-I,13342
2011,BARCELONA,CALDES DE MONTBUI,23300
2011,BARCELONA,CARDEDEU,19753
2011,BARCELONA,CASTELLAR DEL VALLÈS,32915
2011,BARCELONA,CERDANYOLA DEL VALLÈS 1,25161
2011,BARCELONA,CERDANYOLA DEL VALLÈS 2,25472
2011,BARCELONA,CORNELLÀ DE LLOBREGAT 1,31752
2011,BARCELONA,CORNELLÀ DE LLOBREGAT 2,27723
2011,BARCELONA,CORNELLÀ DE LLOBREGAT 3,13795
2011,BARCELONA,CORNELLÀ DE LLOBREGAT 4,17049
2011,BARCELONA,ESPARREGUERA,27123
2011,BARCELONA,ESPLUGUES DE LLOBREGAT 1,19632
2011,BARCELONA,ESPLUGUES DE LLOBREGAT 2,29222
2011,BARCELONA,LA GARRIGA,27287
2011,BARCELONA,GAVÀ 1,19790
2011,BARCELONA,GAVÀ 2,26288
2011,BARCELONA,MARTORELL,28681
2011,BARCELONA,MARTORELLES,13924
2011,BARCELONA,MATARÓ 1,18679
2011,BARCELONA,MATARÓ 2,15976
2011,BARCELONA,MATARÓ 3,18100
2011,BARCELONA,MATARÓ 4,22628
2011,BARCELONA,MATARÓ 5,20076
2011,BARCELONA,MATARÓ 6,15500
2011,BARCELONA,MATARÓ 7,14292
2011,BARCELONA,MOLINS DE REI,28684
2011,BARCELONA,MONTORNÈS / MONTMELÓ,32103
2011,BARCELONA,OLESA DE MONTSERRAT,23508
2011,BARCELONA,PARETS DEL VALLÈS,17774
2011,BARCELONA,PENEDÈS RURAL,33147
2011,BARCELONA,EL PRAT DE LLOBREGAT 1,21852
2011,BARCELONA,EL PRAT DE LLOBREGAT 2,30060
2011,BARCELONA,EL PRAT DE LLOBREGAT 3,12696
2011,BARCELONA,PREMIÀ DE MAR,38428
2011,BARCELONA,SABADELL 1A,31549
2011,BARCELONA,SABADELL 1B,20616
2011,BARCELONA,SABADELL 2,25625
2011,BARCELONA,SABADELL 3A,20379
2011,BARCELONA,SABADELL 3B,16715
2011,BARCELONA,SABADELL 5,18523
2011,BARCELONA,SABADELL 6,31456
2011,BARCELONA,SABADELL 7,8741
2011,BARCELONA,SANT ANDREU DE LA BARCA,27289
2011,BARCELONA,SANT BOI DE LLOBREGAT 1,39862
2011,BARCELONA,SANT BOI DE LLOBREGAT 2,20787
2011,BARCELONA,SANT BOI DE LLOBREGAT 3,11905
2011,BARCELONA,SANT BOI DE LLOBREGAT 4,20633
2011,BARCELONA,SANT CELONI,32842
2011,BARCELONA,SANT FELIU DE LLOBREGAT 1,17174
2011,BARCELONA,SANT FELIU DE LLOBREGAT 2,26701
2011,BARCELONA,SANT JOAN DESPÍ 1,19778
2011,BARCELONA,SANT JOAN DESPÍ 2,13057
2011,BARCELONA,SANT JUST DESVERN,16265
2011,BARCELONA,SANT SADURNÍ D'ANOIA,21545
2011,BARCELONA,SANTA COLOMA DE GRAMENET 1,23094
2011,BARCELONA,SANTA COLOMA DE GRAMENET 2,15899
2011,BARCELONA,SANTA COLOMA DE GRAMENET 3,19640
2011,BARCELONA,SANTA COLOMA DE GRAMENET 4,23102
2011,BARCELONA,SANTA COLOMA DE GRAMENET 5,22029
2011,BARCELONA,SANTA PERPÈTUA DE LA MOGODA,46818
2011,BARCELONA,SITGES,23939
2011,BARCELONA,TERRASSA A,41002
2011,BARCELONA,TERRASSA B,26703
2011,BARCELONA,TERRASSA C,10477
2011,BARCELONA,TERRASSA D,32681
2011,BARCELONA,TERRASSA E,62405
2011,BARCELONA,TERRASSA F,42893
2011,BARCELONA,VALLIRANA,22090
2011,BARCELONA,VILADECANS 1,40996
2011,BARCELONA,VILADECANS 2,27050
2011,BARCELONA,VILAFRANCA DEL PENEDÈS,41175
2011,BARCELONA,VILASSAR DE MAR,24084
2011,BARCELONA,BADALONA 1,11323
2011,BARCELONA,BADALONA 2,15889
2011,BARCELONA,BADALONA 3,19376
2011,BARCELONA,BADALONA 4,12517
2011,BARCELONA,BADALONA 5,21717
2011,BARCELONA,BADALONA 6,34919
2011,BARCELONA,BADALONA 8,16205
2011,BARCELONA,BADALONA 9,20422
2011,BARCELONA,BADALONA 10,11067
2011,BARCELONA,BADALONA 11,22327
2011,BARCELONA,BADALONA 12,12002
2011,BARCELONA,GRANOLLERS 1 -OEST,23306
2011,BARCELONA,GRANOLLERS 2 - NORD,28626
2011,BARCELONA,GRANOLLERS 3 - CENTRE EST,29093
2011,BARCELONA,GRANOLLERS 4 - SUD,16548
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,29345
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,23945
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,26162
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRAS,27435
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,19095
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,23142
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,22855
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,23977
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,30752
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,11250
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,7817
2011,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),27294
2011,BARCELONA,LA LLAGOSTA,14373
2011,BARCELONA,MONTCADA I REIXAC,33373
2011,BARCELONA,RUBÍ 1,30791
2011,BARCELONA,RUBÍ 2,41587
2011,BARCELONA,SANT ADRIÀ DEL BESÒS 1,21554
2011,BARCELONA,SANT ADRIÀ DEL BESÒS 2,13843
2011,BARCELONA,SANT CUGAT DEL VALLÈS,80333
2011,BARCELONA,VALL DEL TENES,34898
2011,BARCELONA,VILANOVA I LA GELTRÚ 1,24217
2011,BARCELONA,VILANOVA I LA GELTRÚ 2,23738
2011,BARCELONA,GARRAF RURAL,35285
2011,BARCELONA,MONTGAT,17772
2011,BARCELONA,BARBERÀ DEL VALLÈS,31898
2011,BARCELONA,CIUTAT BADIA,14533
2011,BARCELONA,BARCELONA 9-G,25372
2011,BARCELONA,BARCELONA 7-G,31817
2011,BARCELONA,BARCELONA 8-I,18838
2011,BARCELONA,BARCELONA 10-J,23761
2011,BARCELONA,SANT ANDREU DE LLAVANERES,17404
2011,BARCELONA,BADALONA 7A,12134
2011,BARCELONA,BADALONA 7B,20359
2011,BARCELONA,SABADELL 4-A,15236
2011,BARCELONA,SABADELL 4-B,22614
2011,BARCELONA,MOLLET DEL VALLÈS-EST,29490
2011,BARCELONA,MOLLET DEL VALLÈS-2 OEST,24398
2011,BARCELONA,VILASSAR DE DALT,15164
2011,BARCELONA,LA ROCA DEL VALLÈS,9949
2011,BARCELONA,TERRASSA-G,25048
2011,BARCELONA,BARCELONA-6E,23575
2011,BARCELONA,CUBELLES-CUNIT,24086
2011,BARCELONA,MARTORELL RURAL,24972
2011,BARCELONA,EL MASNOU-ALELLA,23932
2011,BARCELONA,OCATA-TEIÀ,13785
2011,BARCELONA,SANT QUIRZE DEL VALLÈS,16820
2011,BARCELONA,CASTELLDEFELS-1,35806
2011,BARCELONA,CASTELLDEFELS-2,25959
2011,BARCELONA,PALLEJÀ,11071
2011,BARCELONA,SANTA COLOMA DE GRAMENET 6,22503
2011,BARCELONA,CORBERA DE LLOBREGAT,17032
2011,BARCELONA,ABRERA,11346
2011,BARCELONA,BEGUES,6036
2011,BARCELONA,SANT VICENÇ DELS HORTS 1,21171
2011,BARCELONA,SANT VICENÇ DELS HORTS 2,12578
2011,BARCELONA,ALT MOGENT,19356
2011,BARCELONA,RUBÍ 3,15113
2011,BARCELONA,VILANOVA I LA GELTRU 3,18436
2011,BARCELONA,BARCELONA 3-H,18762
2011,BARCELONA,CERDANYOLA-RIPOLLET,13648
2011,BARCELONA,BARCELONA 8-J,23798
2011,BARCELONA,RIPOLLET-1,18645
2011,BARCELONA,RIPOLLET-2,13792
2011,Sense especificar,Sense especificar,13
