age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3,technician,married,secondary,no,32,yes,no,unknown,9,may,5,1,-1,0,unknown,no
1,services,married,secondary,no,55,yes,yes,unknown,9,may,3,1,-1,0,unknown,no
5,management,single,tertiary,no,417,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,153,yes,no,unknown,9,may,5,1,-1,0,unknown,no
3,retired,married,tertiary,no,794,no,no,unknown,9,may,2,1,-1,0,unknown,no
1,services,single,secondary,no,187,yes,no,unknown,9,may,4,1,-1,0,unknown,no
3,services,married,secondary,no,335,yes,no,unknown,9,may,4,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,4,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,-116,yes,yes,unknown,9,may,3,1,-1,0,unknown,no
4,self-employed,married,tertiary,no,1842,yes,no,unknown,9,may,2,2,-1,0,unknown,no
2,blue-collar,married,primary,no,329,yes,no,unknown,9,may,1,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,428,yes,no,unknown,9,may,1,1,-1,0,unknown,no
5,management,single,secondary,no,181,yes,no,unknown,9,may,5,1,-1,0,unknown,no
3,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,5,1,-1,0,unknown,no
3,services,single,secondary,no,253,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
2,unemployed,single,tertiary,no,133,yes,no,unknown,9,may,5,2,-1,0,unknown,no
5,retired,married,secondary,no,785,yes,no,unknown,9,may,1,2,-1,0,unknown,no
3,blue-collar,married,primary,no,-45,yes,yes,unknown,9,may,2,4,-1,0,unknown,no
4,management,married,tertiary,no,223,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,admin.,single,secondary,no,2831,yes,no,unknown,9,may,3,3,-1,0,unknown,no
1,student,single,secondary,no,2412,yes,no,unknown,9,may,4,2,-1,0,unknown,no
2,blue-collar,married,primary,no,11,yes,no,unknown,9,may,5,3,-1,0,unknown,no
3,services,married,secondary,no,211,yes,no,unknown,9,may,2,2,-1,0,unknown,no
3,admin.,divorced,secondary,no,34,yes,no,unknown,9,may,2,3,-1,0,unknown,no
5,admin.,married,secondary,no,222,yes,no,unknown,9,may,1,2,-1,0,unknown,no
1,management,single,tertiary,no,3285,yes,no,unknown,9,may,2,1,-1,0,unknown,no
4,blue-collar,married,primary,no,-67,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,technician,single,tertiary,no,670,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,9,may,2,1,-1,0,unknown,no
5,blue-collar,single,primary,no,96,yes,no,unknown,9,may,2,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,-3,yes,no,unknown,9,may,2,2,-1,0,unknown,no
2,self-employed,single,secondary,no,123,yes,no,unknown,9,may,4,1,-1,0,unknown,no
4,management,divorced,tertiary,no,443,yes,no,unknown,9,may,3,1,-1,0,unknown,no
3,blue-collar,married,primary,no,406,yes,no,unknown,9,may,5,1,-1,0,unknown,no
2,admin.,married,secondary,no,535,no,no,unknown,9,may,4,3,-1,0,unknown,no
1,services,single,secondary,no,302,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,blue-collar,married,primary,yes,-43,yes,no,unknown,9,may,5,1,-1,0,unknown,no
2,services,married,secondary,no,-346,no,no,unknown,9,may,3,1,-1,0,unknown,no
3,blue-collar,divorced,secondary,no,-271,yes,no,unknown,9,may,3,1,-1,0,unknown,no
2,technician,married,secondary,no,55,yes,no,unknown,9,may,1,4,-1,0,unknown,no
2,technician,single,tertiary,no,375,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,-2,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,blue-collar,single,primary,no,-680,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,admin.,divorced,secondary,no,0,no,no,unknown,9,may,5,1,-1,0,unknown,no
3,blue-collar,single,secondary,no,217,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,160,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,management,single,tertiary,no,118,yes,no,unknown,9,may,2,3,-1,0,unknown,no
1,admin.,single,secondary,no,-1,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,management,single,secondary,no,453,yes,no,unknown,9,may,5,2,-1,0,unknown,no
3,blue-collar,single,secondary,no,169,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,admin.,single,secondary,no,787,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,self-employed,single,secondary,no,78,yes,no,unknown,9,may,5,1,-1,0,unknown,no
1,technician,single,tertiary,no,2269,yes,no,unknown,9,may,4,1,-1,0,unknown,no
2,unemployed,married,primary,no,213,yes,no,unknown,9,may,5,2,-1,0,unknown,no
4,technician,divorced,secondary,no,164,yes,no,unknown,9,may,4,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,934,no,no,unknown,9,may,4,2,-1,0,unknown,no
1,services,single,secondary,no,4,yes,yes,unknown,9,may,5,1,-1,0,unknown,no
2,unemployed,divorced,secondary,no,354,yes,no,unknown,9,may,4,1,-1,0,unknown,no
1,technician,single,secondary,no,23,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,student,single,secondary,no,318,yes,no,unknown,9,may,5,2,-1,0,unknown,no
2,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,2,1,-1,0,unknown,no
4,admin.,married,secondary,no,616,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,blue-collar,married,primary,no,2590,yes,no,unknown,9,may,4,6,-1,0,unknown,no
2,technician,married,secondary,no,1868,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,blue-collar,single,secondary,no,-578,no,no,unknown,9,may,2,1,-1,0,unknown,no
2,admin.,single,secondary,no,-227,yes,yes,unknown,9,may,5,1,-1,0,unknown,no
3,technician,divorced,secondary,no,1981,yes,no,unknown,9,may,2,1,-1,0,unknown,no
4,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,may,3,1,-1,0,unknown,no
2,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,5,1,-1,0,unknown,yes
2,services,married,secondary,no,-68,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,services,single,secondary,no,229,yes,no,unknown,9,may,4,1,-1,0,unknown,no
2,services,divorced,secondary,no,1656,yes,no,unknown,9,may,3,3,-1,0,unknown,no
4,housemaid,married,primary,no,1342,yes,yes,unknown,9,may,1,2,-1,0,unknown,no
2,unemployed,single,secondary,no,331,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,services,married,secondary,no,238,yes,yes,unknown,9,may,3,2,-1,0,unknown,no
5,admin.,married,primary,no,202,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,management,single,tertiary,no,318,yes,no,unknown,9,may,2,2,-1,0,unknown,no
4,technician,single,secondary,yes,-1124,yes,yes,unknown,9,may,3,2,-1,0,unknown,no
1,admin.,single,secondary,no,662,yes,no,unknown,9,may,5,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,1790,yes,yes,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,married,primary,no,198,yes,no,unknown,9,may,5,2,-1,0,unknown,no
1,management,single,tertiary,no,726,yes,no,unknown,9,may,3,3,-1,0,unknown,no
3,management,married,tertiary,no,183,yes,no,unknown,9,may,4,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,1,1,-1,0,unknown,no
5,blue-collar,married,primary,no,-91,yes,no,unknown,9,may,3,5,-1,0,unknown,no
3,blue-collar,married,secondary,no,-9,yes,no,unknown,9,may,2,3,-1,0,unknown,no
2,blue-collar,married,primary,no,134,yes,no,unknown,9,may,2,2,-1,0,unknown,no
2,management,married,tertiary,no,0,no,no,unknown,9,may,4,1,-1,0,unknown,no
2,admin.,married,secondary,no,27,no,yes,unknown,9,may,1,1,-1,0,unknown,no
1,blue-collar,single,primary,no,383,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,management,single,tertiary,no,1108,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
3,blue-collar,married,primary,no,117,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,blue-collar,married,primary,no,108,yes,no,unknown,9,may,3,4,-1,0,unknown,no
4,blue-collar,married,primary,no,479,yes,no,unknown,9,may,5,2,-1,0,unknown,no
5,technician,married,primary,no,65,yes,no,unknown,9,may,5,2,-1,0,unknown,yes
1,services,single,secondary,no,234,no,no,unknown,9,may,2,3,-1,0,unknown,no
1,admin.,single,secondary,no,-53,yes,no,unknown,9,may,2,2,-1,0,unknown,no
2,unemployed,married,secondary,no,-131,yes,yes,unknown,9,may,2,2,-1,0,unknown,no
1,services,single,secondary,no,-39,yes,yes,unknown,9,may,2,2,-1,0,unknown,no
2,blue-collar,married,primary,no,139,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,services,single,secondary,no,262,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,160,yes,no,unknown,9,may,3,1,-1,0,unknown,no
5,services,married,secondary,no,186,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
3,retired,single,primary,no,-79,no,no,unknown,9,may,3,1,-1,0,unknown,no
3,admin.,single,secondary,no,1113,yes,no,unknown,9,may,4,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,5,1,-1,0,unknown,yes
2,management,divorced,tertiary,no,321,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,management,single,tertiary,no,1326,yes,no,unknown,9,may,1,1,-1,0,unknown,no
2,technician,single,tertiary,no,2257,yes,no,unknown,9,may,1,1,-1,0,unknown,no
5,blue-collar,married,primary,no,1373,no,no,unknown,9,may,5,2,-1,0,unknown,no
3,services,married,secondary,no,304,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
1,student,married,tertiary,no,659,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,entrepreneur,single,secondary,no,491,yes,no,unknown,9,may,3,4,-1,0,unknown,no
2,blue-collar,single,secondary,no,33,yes,no,unknown,9,may,5,1,-1,0,unknown,no
4,management,married,tertiary,no,291,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,services,married,tertiary,no,218,yes,no,unknown,9,may,5,2,-1,0,unknown,no
1,blue-collar,single,primary,no,102,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,88,yes,no,unknown,9,may,1,2,-1,0,unknown,no
4,blue-collar,married,primary,no,94,yes,no,unknown,9,may,3,3,-1,0,unknown,no
2,management,single,secondary,no,-665,yes,yes,unknown,9,may,3,1,-1,0,unknown,no
2,blue-collar,married,secondary,yes,-331,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,550,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,student,single,secondary,no,151,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,269,yes,no,unknown,9,may,5,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,45,yes,no,unknown,9,may,4,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,610,yes,no,unknown,9,may,4,3,-1,0,unknown,no
5,management,married,secondary,no,-133,yes,no,unknown,9,may,2,2,-1,0,unknown,no
2,management,single,secondary,no,66,yes,no,unknown,9,may,1,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,5,2,-1,0,unknown,yes
1,blue-collar,married,tertiary,no,350,no,no,unknown,9,may,1,1,-1,0,unknown,no
2,services,married,tertiary,no,546,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
3,technician,single,secondary,no,360,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,student,single,secondary,no,6,no,no,unknown,9,may,5,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,9,may,2,1,-1,0,unknown,no
5,blue-collar,married,secondary,no,22,yes,yes,unknown,9,may,3,1,-1,0,unknown,no
1,technician,single,secondary,no,57,yes,no,unknown,9,may,5,2,-1,0,unknown,no
1,management,married,primary,no,1349,yes,no,unknown,9,may,4,1,-1,0,unknown,no
2,admin.,single,secondary,no,708,no,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,may,2,1,-1,0,unknown,no
5,retired,divorced,primary,no,47,yes,no,unknown,9,may,4,1,-1,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,technician,single,tertiary,no,433,yes,no,unknown,9,may,4,1,-1,0,unknown,no
3,technician,married,secondary,yes,9,yes,no,unknown,9,may,2,3,-1,0,unknown,no
1,management,married,tertiary,no,-6,yes,no,unknown,9,may,4,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,5,2,-1,0,unknown,yes
3,blue-collar,single,secondary,no,184,yes,no,unknown,9,may,5,2,-1,0,unknown,no
4,blue-collar,married,primary,no,336,yes,no,unknown,9,may,4,5,-1,0,unknown,no
4,blue-collar,single,primary,no,36,yes,no,unknown,9,may,3,2,-1,0,unknown,no
3,technician,married,secondary,no,277,yes,no,unknown,9,may,4,2,-1,0,unknown,no
4,blue-collar,divorced,primary,no,452,yes,no,unknown,9,may,2,4,-1,0,unknown,no
5,blue-collar,married,secondary,no,-135,yes,no,unknown,9,may,3,2,-1,0,unknown,no
1,blue-collar,single,secondary,no,7,yes,yes,unknown,9,may,2,3,-1,0,unknown,no
3,admin.,married,secondary,no,442,yes,yes,unknown,9,may,4,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,590,yes,no,unknown,9,may,4,2,-1,0,unknown,no
3,technician,married,tertiary,no,447,yes,no,unknown,9,may,5,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,49,yes,no,unknown,9,may,5,2,-1,0,unknown,no
2,technician,married,secondary,no,1118,yes,yes,unknown,9,may,2,2,-1,0,unknown,no
2,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,5,2,-1,0,unknown,yes
1,technician,single,secondary,no,-125,yes,no,unknown,9,may,1,3,-1,0,unknown,no
5,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,3,4,-1,0,unknown,no
1,blue-collar,single,secondary,no,18,no,no,unknown,9,may,5,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,technician,single,secondary,no,527,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,services,married,secondary,no,1129,yes,no,unknown,9,may,4,2,-1,0,unknown,no
4,management,divorced,tertiary,no,266,yes,no,unknown,9,may,2,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,687,yes,no,unknown,9,may,3,1,-1,0,unknown,no
4,blue-collar,married,primary,no,1726,yes,yes,unknown,9,may,3,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,5,1,-1,0,unknown,no
2,blue-collar,single,primary,no,92,yes,no,unknown,9,may,2,1,-1,0,unknown,no
4,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,1,1,-1,0,unknown,no
2,management,married,tertiary,no,1510,yes,no,unknown,9,may,1,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,171,yes,no,unknown,9,may,4,5,-1,0,unknown,no
5,blue-collar,married,primary,no,420,yes,no,unknown,9,may,1,1,-1,0,unknown,no
2,technician,single,secondary,no,513,yes,no,unknown,9,may,1,4,-1,0,unknown,no
4,services,married,primary,no,137,yes,no,unknown,9,may,4,2,-1,0,unknown,no
1,services,married,primary,no,21,yes,no,unknown,9,may,5,3,-1,0,unknown,no
2,admin.,married,secondary,no,-312,yes,no,unknown,9,may,4,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,4,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,2,no,no,unknown,9,may,2,2,-1,0,unknown,no
1,admin.,married,secondary,no,1033,yes,no,unknown,9,may,5,1,-1,0,unknown,no
4,unemployed,married,secondary,no,855,yes,no,unknown,9,may,4,2,-1,0,unknown,no
5,blue-collar,married,primary,no,781,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,technician,single,tertiary,no,542,yes,no,unknown,9,may,4,3,-1,0,unknown,no
3,blue-collar,divorced,secondary,no,-175,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,entrepreneur,married,tertiary,no,79,yes,yes,unknown,9,may,4,3,-1,0,unknown,no
4,management,married,secondary,no,3,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,technician,married,secondary,no,2313,yes,no,unknown,9,may,5,2,-1,0,unknown,no
4,services,single,secondary,no,-139,yes,no,unknown,9,may,5,3,-1,0,unknown,no
2,technician,single,secondary,no,300,yes,no,unknown,9,may,4,4,-1,0,unknown,no
4,blue-collar,married,primary,no,352,yes,no,unknown,9,may,3,2,-1,0,unknown,no
1,services,single,secondary,no,105,yes,yes,unknown,9,may,4,2,-1,0,unknown,no
4,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,5,5,-1,0,unknown,no
2,management,single,tertiary,no,-202,yes,no,unknown,9,may,5,2,-1,0,unknown,no
3,technician,single,tertiary,no,-256,yes,no,unknown,9,may,2,1,-1,0,unknown,no
3,entrepreneur,married,secondary,no,1261,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,self-employed,single,tertiary,no,-503,yes,no,unknown,9,may,2,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,790,no,no,unknown,9,may,4,1,-1,0,unknown,no
5,management,married,secondary,no,0,yes,no,unknown,9,may,3,7,-1,0,unknown,no
3,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,technician,married,secondary,no,47,yes,no,unknown,9,may,4,2,-1,0,unknown,no
4,admin.,married,secondary,no,469,yes,no,unknown,9,may,1,4,-1,0,unknown,no
4,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,2,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,948,yes,no,unknown,9,may,5,1,-1,0,unknown,no
3,admin.,married,secondary,no,-356,no,yes,unknown,9,may,1,1,-1,0,unknown,no
4,technician,single,secondary,no,336,yes,no,unknown,9,may,3,1,-1,0,unknown,no
1,admin.,single,secondary,no,61,yes,no,unknown,9,may,4,9,-1,0,unknown,no
2,blue-collar,single,primary,no,359,yes,no,unknown,9,may,3,3,-1,0,unknown,no
3,blue-collar,married,primary,no,105,yes,no,unknown,9,may,4,2,-1,0,unknown,no
2,services,married,secondary,no,59,yes,yes,unknown,9,may,3,2,-1,0,unknown,no
2,services,married,secondary,no,0,no,yes,unknown,9,may,1,6,-1,0,unknown,no
4,blue-collar,married,primary,no,0,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,blue-collar,single,secondary,no,216,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,technician,single,tertiary,no,2530,yes,no,unknown,9,may,1,1,-1,0,unknown,no
1,admin.,single,secondary,no,356,yes,no,unknown,9,may,2,1,-1,0,unknown,no
1,admin.,single,secondary,yes,-228,yes,no,unknown,9,may,4,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,5,2,-1,0,unknown,no
3,services,married,secondary,no,510,yes,no,unknown,9,may,4,2,-1,0,unknown,no
3,blue-collar,single,secondary,no,223,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,management,single,tertiary,no,4,yes,no,unknown,9,may,3,2,-1,0,unknown,no
3,entrepreneur,married,tertiary,no,338,yes,no,unknown,9,may,2,4,-1,0,unknown,no
2,management,single,tertiary,no,0,yes,no,unknown,9,may,2,3,-1,0,unknown,no
2,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,technician,single,tertiary,no,255,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,student,single,secondary,no,304,no,no,unknown,9,may,3,3,-1,0,unknown,no
5,blue-collar,married,secondary,no,-256,yes,yes,unknown,9,may,2,2,-1,0,unknown,no
1,services,single,secondary,no,683,yes,no,unknown,9,may,1,3,-1,0,unknown,no
4,management,divorced,tertiary,no,84,yes,no,unknown,9,may,4,5,-1,0,unknown,no
1,blue-collar,married,primary,no,608,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,management,married,secondary,no,230,no,no,unknown,9,may,1,4,-1,0,unknown,no
2,management,single,tertiary,no,12,yes,no,unknown,9,may,4,4,-1,0,unknown,no
4,blue-collar,married,primary,no,881,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,student,single,secondary,no,510,yes,no,unknown,9,may,1,6,-1,0,unknown,no
2,admin.,divorced,tertiary,no,1555,yes,no,unknown,9,may,1,2,-1,0,unknown,no
2,services,single,secondary,yes,68,yes,no,unknown,9,may,3,2,-1,0,unknown,no
1,admin.,single,secondary,no,43,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,1,4,-1,0,unknown,no
4,management,married,tertiary,no,392,yes,no,unknown,9,may,2,2,-1,0,unknown,no
1,admin.,single,tertiary,no,-396,yes,no,unknown,9,may,2,2,-1,0,unknown,no
5,blue-collar,married,primary,no,89,yes,no,unknown,9,may,3,3,-1,0,unknown,no
1,admin.,married,secondary,no,10,yes,no,unknown,9,may,5,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,150,yes,no,unknown,9,may,5,4,-1,0,unknown,no
4,blue-collar,married,primary,no,1387,yes,yes,unknown,9,may,3,2,-1,0,unknown,no
3,admin.,married,secondary,no,253,yes,no,unknown,9,may,5,4,-1,0,unknown,no
1,blue-collar,single,secondary,no,853,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,management,married,tertiary,no,91,yes,no,unknown,9,may,3,2,-1,0,unknown,no
1,blue-collar,single,secondary,no,348,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,admin.,divorced,secondary,no,43,yes,no,unknown,9,may,3,2,-1,0,unknown,no
4,unemployed,married,primary,no,-178,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,2137,no,no,unknown,9,may,4,4,-1,0,unknown,no
3,blue-collar,married,primary,no,1160,yes,no,unknown,9,may,4,2,-1,0,unknown,no
3,services,single,secondary,no,126,yes,no,unknown,9,may,3,2,-1,0,unknown,no
1,technician,married,secondary,no,655,yes,no,unknown,9,may,3,2,-1,0,unknown,no
3,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,5,2,-1,0,unknown,no
1,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,5,2,-1,0,unknown,no
1,admin.,single,secondary,no,96,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,blue-collar,married,primary,no,191,yes,no,unknown,9,may,3,2,-1,0,unknown,no
2,admin.,single,secondary,no,391,yes,no,unknown,9,may,3,2,-1,0,unknown,no
5,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,4,3,-1,0,unknown,no
2,blue-collar,married,secondary,no,73,no,no,unknown,9,may,2,3,-1,0,unknown,no
5,management,divorced,tertiary,no,0,no,no,unknown,9,may,1,2,-1,0,unknown,no
3,blue-collar,single,primary,no,156,yes,no,unknown,9,may,1,5,-1,0,unknown,no
4,blue-collar,married,primary,no,231,yes,no,unknown,9,may,5,3,-1,0,unknown,no
2,blue-collar,single,secondary,no,-83,yes,no,unknown,9,may,2,3,-1,0,unknown,no
3,self-employed,married,secondary,no,138,no,no,unknown,9,may,3,3,-1,0,unknown,no
5,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,2,2,-1,0,unknown,no
5,management,married,tertiary,no,3284,yes,no,unknown,9,may,1,3,-1,0,unknown,no
2,blue-collar,single,secondary,no,297,yes,no,unknown,9,may,5,4,-1,0,unknown,no
